,timestamp,logNumber,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1,Statistic.distReal1,UAV1x,UAV1y,UAV1z,UAV3x,UAV3y,UAV3z,distance_3_to_1,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,Statistic.distReal3
250,62178,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83314943,-0.6913443,0.0555805,-0.66885704,1.1383567,0.47410902,2.403954097134791,,,,,,
251,62278,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8331288,-0.69147927,0.05575905,-0.6764186,1.1619636,0.46257597,2.424764771098066,,,,,,
252,62378,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83308476,-0.69152594,0.055824567,-0.6699732,1.149005,0.4687253,2.4118923179498797,,,,,,
253,62478,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8329718,-0.6914179,0.05564785,-0.6529929,1.1332139,0.46267322,2.3881042209080166,,,,,,
254,62578,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8331506,-0.6915303,0.05585403,-0.62215096,1.0920824,0.45926145,2.337073905047663,,,,,,
255,62678,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83296967,-0.69121736,0.05532319,-0.5891221,1.0504218,0.45328355,2.2834237897509126,,,,,,
256,62778,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8332997,-0.6916807,0.05607883,-0.5429502,0.9809414,0.44813523,2.201235352021489,,,,,,
257,62878,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8328937,-0.6912416,0.055340625,-0.48434076,0.9124322,0.44950122,2.11240125335898,,,,,,
258,62978,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8331096,-0.69154066,0.05584181,-0.42324674,0.8323704,0.4540053,2.0147630640092147,,,,,,
259,63078,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83313906,-0.6914641,0.05573671,-0.36121115,0.75680184,0.46273646,1.9208320540234343,,,,,,
260,63178,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83293307,-0.69132286,0.055494968,-0.30700636,0.68905747,0.47033504,1.8376627031567063,,,,,,
261,63278,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8331052,-0.69151795,0.05581217,-0.262678,0.62299657,0.4767491,1.762349907575832,,,,,,
262,63378,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83299214,-0.6912537,0.055386953,-0.19977869,0.5581045,0.47814602,1.675182601598349,,,,,,
263,63478,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.8327584,-0.6911388,0.0551638,-0.14633451,0.49012753,0.4768946,1.591185081011945,,,,,,
264,63578,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83309937,-0.69169366,0.056040406,-0.09207402,0.42239636,0.4741494,1.5073013670313216,,,,,,
